WL,CH1 IL,CH1 PDL,CH2 IL,CH2 PDL,CH3 IL,CH3 PDL,CH4 IL,CH4 PDL,
1297.896 ,31.13,0.54,4.07,0.24,8.35,0.40,38.32,1.23,
1297.908 ,31.16,0.54,4.07,0.24,8.34,0.40,38.20,1.49,
1297.920 ,31.18,0.53,4.07,0.24,8.33,0.40,38.12,1.57,
1297.932 ,31.22,0.48,4.07,0.24,8.32,0.39,38.14,1.69,
1297.944 ,31.26,0.46,4.08,0.24,8.31,0.39,38.23,1.53,
1297.956 ,31.30,0.44,4.08,0.24,8.29,0.39,38.41,1.32,
1297.968 ,31.33,0.45,4.08,0.24,8.28,0.39,38.66,0.93,
1297.980 ,31.35,0.42,4.08,0.24,8.27,0.39,38.86,0.61,
1297.992 ,31.39,0.43,4.09,0.24,8.27,0.39,38.96,0.41,
1298.004 ,31.42,0.42,4.09,0.24,8.26,0.39,38.93,0.50,
1298.016 ,31.44,0.40,4.10,0.24,8.24,0.39,38.86,0.40,
1298.028 ,31.48,0.41,4.10,0.24,8.23,0.39,38.68,0.69,
1298.040 ,31.51,0.39,4.10,0.25,8.23,0.39,38.51,0.91,
1298.052 ,31.54,0.40,4.11,0.24,8.22,0.39,38.36,1.08,
1298.064 ,31.56,0.40,4.12,0.25,8.21,0.40,38.27,1.15,
1298.076 ,31.57,0.39,4.12,0.25,8.20,0.40,38.30,1.15,
1298.088 ,31.58,0.37,4.13,0.25,8.19,0.40,38.34,0.98,
1298.100 ,31.57,0.40,4.13,0.25,8.19,0.41,38.40,0.74,
1298.112 ,31.56,0.38,4.14,0.25,8.18,0.41,38.46,0.47,
1298.124 ,31.55,0.43,4.15,0.26,8.17,0.41,38.50,0.40,
1298.136 ,31.55,0.42,4.16,0.26,8.16,0.42,38.40,0.43,
1298.148 ,31.55,0.42,4.16,0.25,8.15,0.43,38.31,0.43,
1298.160 ,31.56,0.45,4.17,0.26,8.15,0.43,38.21,0.52,
1298.172 ,31.59,0.45,4.18,0.27,8.15,0.43,38.15,0.62,
1298.184 ,31.59,0.45,4.19,0.26,8.14,0.44,38.10,0.77,
1298.196 ,31.59,0.44,4.20,0.27,8.14,0.44,38.13,0.78,
1298.208 ,31.59,0.46,4.20,0.27,8.13,0.45,38.19,0.71,
1298.220 ,31.60,0.47,4.21,0.27,8.13,0.45,38.26,0.67,
1298.232 ,31.59,0.47,4.22,0.28,8.12,0.45,38.31,0.62,
1298.244 ,31.58,0.52,4.22,0.27,8.12,0.46,38.26,0.74,
1298.256 ,31.58,0.55,4.23,0.27,8.11,0.46,38.17,0.86,
1298.268 ,31.59,0.54,4.24,0.28,8.11,0.46,38.04,1.00,
1298.280 ,31.61,0.55,4.25,0.28,8.11,0.46,37.92,1.19,
1298.292 ,31.63,0.57,4.26,0.28,8.10,0.47,37.82,1.41,
1298.304 ,31.66,0.54,4.26,0.28,8.09,0.47,37.78,1.52,
1298.316 ,31.70,0.54,4.26,0.28,8.08,0.47,37.84,1.48,
1298.328 ,31.72,0.51,4.27,0.29,8.06,0.47,37.97,1.28,
1298.340 ,31.75,0.48,4.27,0.29,8.05,0.47,38.18,0.98,
1298.352 ,31.79,0.49,4.28,0.29,8.05,0.47,38.42,0.67,
1298.364 ,31.82,0.48,4.29,0.29,8.04,0.47,38.56,0.40,
1298.376 ,31.84,0.45,4.29,0.29,8.02,0.48,38.60,0.43,
1298.388 ,31.86,0.44,4.30,0.29,8.01,0.48,38.52,0.54,
1298.400 ,31.89,0.43,4.30,0.29,8.00,0.48,38.37,0.42,
1298.412 ,31.93,0.40,4.31,0.29,8.00,0.48,38.21,0.63,
1298.424 ,31.96,0.41,4.32,0.29,7.98,0.48,38.05,0.89,
1298.436 ,31.98,0.39,4.32,0.30,7.97,0.48,37.93,0.99,
1298.448 ,31.99,0.37,4.33,0.30,7.96,0.49,37.90,1.01,
1298.460 ,32.00,0.39,4.34,0.29,7.95,0.49,37.92,0.87,
1298.472 ,32.00,0.37,4.35,0.30,7.94,0.49,37.98,0.66,
1298.484 ,31.99,0.38,4.35,0.30,7.93,0.49,38.03,0.52,
1298.496 ,31.98,0.40,4.36,0.30,7.91,0.50,38.07,0.51,
1298.508 ,31.97,0.41,4.36,0.30,7.90,0.50,38.03,0.41,
1298.520 ,31.97,0.45,4.37,0.30,7.90,0.50,37.94,0.36,
1298.532 ,31.97,0.45,4.38,0.31,7.89,0.50,37.88,0.39,
1298.544 ,31.98,0.42,4.39,0.31,7.88,0.50,37.73,0.51,
1298.556 ,31.98,0.46,4.39,0.30,7.86,0.50,37.64,0.55,
1298.568 ,31.98,0.43,4.40,0.31,7.85,0.50,37.66,0.56,
1298.580 ,31.97,0.44,4.41,0.31,7.84,0.50,37.70,0.46,
1298.592 ,31.96,0.48,4.42,0.31,7.83,0.50,37.74,0.47,
1298.604 ,31.96,0.46,4.42,0.31,7.82,0.50,37.78,0.56,
1298.616 ,31.97,0.46,4.43,0.31,7.80,0.49,37.79,0.59,
1298.628 ,31.97,0.47,4.44,0.31,7.79,0.49,37.71,0.57,
1298.640 ,31.98,0.49,4.45,0.31,7.79,0.49,37.59,0.59,
1298.652 ,31.99,0.51,4.46,0.31,7.78,0.48,37.44,0.70,
1298.664 ,32.00,0.49,4.46,0.31,7.76,0.48,37.30,0.83,
1298.676 ,32.03,0.46,4.47,0.31,7.74,0.47,37.22,1.03,
1298.688 ,32.07,0.47,4.48,0.31,7.73,0.47,37.24,1.06,
1298.700 ,32.09,0.43,4.49,0.31,7.72,0.47,37.33,0.97,
1298.712 ,32.12,0.43,4.50,0.31,7.71,0.47,37.47,0.74,
1298.724 ,32.15,0.44,4.50,0.31,7.69,0.46,37.64,0.51,
1298.736 ,32.17,0.44,4.50,0.31,7.67,0.46,37.81,0.50,
1298.748 ,32.20,0.44,4.51,0.31,7.66,0.45,37.91,0.61,
1298.760 ,32.23,0.40,4.52,0.31,7.65,0.45,37.92,0.79,
1298.772 ,32.26,0.40,4.53,0.31,7.64,0.45,37.85,0.71,
1298.784 ,32.29,0.40,4.53,0.31,7.62,0.44,37.69,0.48,
1298.796 ,32.31,0.37,4.54,0.31,7.61,0.44,37.52,0.42,
1298.808 ,32.33,0.36,4.54,0.31,7.60,0.44,37.42,0.47,
1298.820 ,32.36,0.36,4.55,0.31,7.59,0.43,37.34,0.54,
1298.832 ,32.38,0.32,4.56,0.31,7.58,0.43,37.31,0.50,
1298.844 ,32.38,0.32,4.56,0.31,7.56,0.42,37.34,0.39,
1298.856 ,32.37,0.32,4.56,0.31,7.55,0.43,37.39,0.37,
1298.868 ,32.35,0.35,4.57,0.31,7.54,0.42,37.43,0.48,
1298.880 ,32.35,0.40,4.58,0.31,7.53,0.42,37.44,0.68,
1298.892 ,32.34,0.38,4.58,0.31,7.51,0.42,37.39,0.73,
1298.904 ,32.32,0.40,4.59,0.31,7.50,0.42,37.27,0.72,
1298.916 ,32.33,0.41,4.59,0.31,7.48,0.41,37.18,0.67,
1298.928 ,32.34,0.39,4.59,0.31,7.47,0.41,37.12,0.59,
1298.940 ,32.36,0.38,4.60,0.31,7.46,0.41,37.07,0.54,
1298.952 ,32.37,0.39,4.60,0.31,7.45,0.41,37.09,0.56,
1298.964 ,32.35,0.38,4.60,0.30,7.43,0.40,37.14,0.59,
1298.976 ,32.33,0.41,4.60,0.31,7.41,0.40,37.18,0.61,
1298.988 ,32.32,0.41,4.61,0.31,7.40,0.40,37.22,0.65,
1299.000 ,32.32,0.47,4.62,0.31,7.39,0.39,37.15,0.63,
1299.012 ,32.30,0.48,4.62,0.31,7.38,0.39,37.05,0.58,
1299.024 ,32.31,0.48,4.62,0.30,7.36,0.38,36.93,0.49,
1299.036 ,32.33,0.48,4.63,0.30,7.35,0.38,36.80,0.42,
1299.048 ,32.35,0.46,4.63,0.30,7.34,0.38,36.71,0.44,
1299.060 ,32.37,0.44,4.64,0.30,7.33,0.37,36.67,0.49,
1299.072 ,32.41,0.47,4.65,0.30,7.32,0.37,36.73,0.43,
1299.084 ,32.42,0.44,4.65,0.30,7.31,0.37,36.84,0.35,
1299.096 ,32.45,0.42,4.65,0.30,7.30,0.37,36.99,0.32,
1299.108 ,32.48,0.39,4.66,0.30,7.29,0.37,37.15,0.45,
1299.120 ,32.52,0.39,4.67,0.30,7.29,0.36,37.30,0.72,
1299.132 ,32.54,0.39,4.67,0.30,7.28,0.36,37.39,0.90,
1299.144 ,32.56,0.35,4.68,0.31,7.27,0.36,37.35,0.97,
1299.156 ,32.60,0.36,4.68,0.31,7.26,0.36,37.27,0.87,
1299.168 ,32.62,0.36,4.69,0.30,7.26,0.36,37.15,0.57,
1299.180 ,32.66,0.36,4.70,0.31,7.25,0.36,37.02,0.31,
1299.192 ,32.68,0.34,4.71,0.31,7.25,0.36,36.95,0.23,
1299.204 ,32.70,0.31,4.71,0.32,7.24,0.36,36.92,0.23,
1299.216 ,32.70,0.31,4.72,0.32,7.23,0.37,36.89,0.23,
1299.228 ,32.70,0.30,4.73,0.31,7.22,0.37,36.95,0.28,
1299.240 ,32.69,0.28,4.73,0.32,7.22,0.37,36.99,0.49,
1299.252 ,32.67,0.33,4.74,0.32,7.21,0.37,37.00,0.70,
1299.264 ,32.66,0.36,4.74,0.32,7.20,0.38,36.98,0.78,
1299.276 ,32.65,0.38,4.75,0.32,7.20,0.38,36.94,0.75,
1299.288 ,32.66,0.35,4.76,0.33,7.19,0.38,36.82,0.70,
1299.300 ,32.68,0.36,4.77,0.33,7.18,0.38,36.75,0.63,
1299.312 ,32.68,0.36,4.77,0.33,7.17,0.38,36.72,0.56,
1299.324 ,32.68,0.38,4.77,0.33,7.16,0.39,36.71,0.55,
1299.336 ,32.68,0.38,4.78,0.33,7.15,0.39,36.75,0.64,
1299.348 ,32.68,0.41,4.79,0.33,7.14,0.39,36.79,0.65,
1299.360 ,32.66,0.41,4.80,0.34,7.14,0.39,36.85,0.71,
1299.372 ,32.64,0.41,4.80,0.34,7.13,0.40,36.83,0.78,
1299.384 ,32.63,0.46,4.80,0.33,7.11,0.40,36.76,0.73,
1299.396 ,32.63,0.47,4.81,0.34,7.10,0.40,36.65,0.51,
1299.408 ,32.65,0.48,4.82,0.33,7.10,0.40,36.52,0.35,
1299.420 ,32.67,0.48,4.83,0.34,7.09,0.40,36.40,0.34,
1299.432 ,32.69,0.46,4.83,0.34,7.08,0.40,36.34,0.37,
1299.444 ,32.72,0.44,4.84,0.34,7.07,0.41,36.35,0.37,
1299.456 ,32.75,0.44,4.84,0.34,7.07,0.41,36.40,0.29,
1299.468 ,32.78,0.46,4.85,0.34,7.07,0.41,36.53,0.20,
1299.480 ,32.79,0.46,4.86,0.35,7.06,0.42,36.72,0.38,
1299.492 ,32.80,0.45,4.86,0.34,7.05,0.42,36.88,0.65,
1299.504 ,32.81,0.45,4.87,0.35,7.04,0.42,36.97,0.91,
1299.516 ,32.85,0.44,4.88,0.34,7.03,0.43,37.02,1.09,
1299.528 ,32.90,0.44,4.89,0.35,7.03,0.43,36.99,1.04,
1299.540 ,32.93,0.41,4.90,0.35,7.03,0.43,36.89,0.84,
1299.552 ,32.95,0.37,4.91,0.35,7.02,0.44,36.76,0.60,
1299.564 ,32.98,0.34,4.91,0.35,7.01,0.44,36.65,0.39,
1299.576 ,33.01,0.33,4.92,0.36,7.00,0.44,36.58,0.28,
1299.588 ,33.02,0.32,4.93,0.36,7.00,0.44,36.57,0.26,
1299.600 ,33.02,0.34,4.94,0.36,6.99,0.44,36.58,0.39,
1299.612 ,33.02,0.35,4.95,0.36,6.98,0.45,36.60,0.55,
1299.624 ,33.01,0.38,4.95,0.36,6.97,0.45,36.63,0.74,
1299.636 ,33.00,0.38,4.96,0.36,6.96,0.45,36.62,0.92,
1299.648 ,32.99,0.41,4.97,0.36,6.95,0.45,36.57,1.01,
1299.660 ,32.98,0.44,4.98,0.36,6.94,0.46,36.50,0.96,
1299.672 ,32.98,0.41,4.99,0.36,6.93,0.45,36.40,0.88,
1299.684 ,32.98,0.40,5.00,0.36,6.92,0.46,36.33,0.88,
1299.696 ,33.00,0.35,5.02,0.36,6.91,0.45,36.28,0.79,
1299.708 ,33.00,0.40,5.03,0.37,6.91,0.45,36.32,0.85,
1299.720 ,33.00,0.37,5.04,0.36,6.89,0.45,36.35,0.96,
1299.732 ,32.99,0.43,5.04,0.37,6.88,0.45,36.38,1.09,
1299.744 ,32.98,0.47,5.05,0.37,6.86,0.45,36.38,1.13,
1299.756 ,32.97,0.51,5.06,0.37,6.85,0.45,36.35,1.11,
1299.768 ,32.95,0.51,5.07,0.37,6.84,0.45,36.25,0.98,
1299.780 ,32.94,0.53,5.07,0.37,6.83,0.45,36.11,0.81,
1299.792 ,32.94,0.50,5.08,0.37,6.82,0.44,35.97,0.60,
1299.804 ,32.96,0.48,5.09,0.37,6.81,0.44,35.88,0.37,
1299.816 ,32.99,0.49,5.10,0.37,6.80,0.44,35.83,0.30,
1299.828 ,33.01,0.47,5.11,0.37,6.79,0.44,35.83,0.27,
1299.840 ,33.03,0.45,5.11,0.37,6.78,0.44,35.91,0.32,
1299.852 ,33.04,0.46,5.12,0.37,6.77,0.43,36.05,0.54,
1299.864 ,33.08,0.46,5.13,0.37,6.76,0.43,36.20,0.77,
1299.876 ,33.10,0.43,5.14,0.37,6.76,0.44,36.36,1.10,
1299.888 ,33.13,0.44,5.15,0.37,6.75,0.43,36.46,1.36,
1299.900 ,33.15,0.41,5.16,0.37,6.73,0.43,36.44,1.44,
1299.912 ,33.17,0.36,5.16,0.37,6.72,0.42,36.39,1.38,
1299.924 ,33.20,0.34,5.17,0.37,6.70,0.42,36.27,1.12,
1299.936 ,33.23,0.32,5.18,0.37,6.69,0.42,36.16,0.89,
1299.948 ,33.26,0.29,5.18,0.37,6.68,0.42,36.09,0.76,
1299.960 ,33.28,0.29,5.19,0.37,6.67,0.42,36.05,0.62,
1299.972 ,33.27,0.26,5.19,0.37,6.65,0.42,36.03,0.68,
1299.984 ,33.28,0.29,5.20,0.37,6.64,0.42,36.02,0.84,
1299.996 ,33.28,0.29,5.21,0.37,6.63,0.41,36.03,1.02,
1300.008 ,33.25,0.33,5.21,0.37,6.61,0.41,36.03,1.15,
1300.020 ,33.24,0.37,5.21,0.37,6.59,0.41,35.99,1.25,
1300.032 ,33.24,0.38,5.22,0.36,6.58,0.40,35.93,1.38,
1300.044 ,33.25,0.38,5.23,0.37,6.56,0.40,35.87,1.32,
1300.056 ,33.24,0.35,5.23,0.37,6.55,0.40,35.80,1.31,
1300.068 ,33.26,0.39,5.24,0.36,6.54,0.40,35.77,1.25,
1300.080 ,33.26,0.32,5.25,0.36,6.52,0.39,35.73,1.26,
1300.092 ,33.23,0.36,5.25,0.36,6.50,0.39,35.75,1.29,
1300.104 ,33.22,0.37,5.26,0.36,6.50,0.39,35.79,1.43,
1300.116 ,33.23,0.40,5.26,0.36,6.49,0.39,35.83,1.50,
1300.128 ,33.23,0.44,5.27,0.36,6.48,0.38,35.81,1.51,
1300.140 ,33.20,0.42,5.27,0.36,6.46,0.38,35.76,1.50,
1300.152 ,33.20,0.47,5.27,0.36,6.45,0.38,35.66,1.33,
1300.164 ,33.21,0.51,5.28,0.36,6.44,0.37,35.52,1.02,
1300.176 ,33.20,0.52,5.29,0.36,6.43,0.37,35.41,0.78,
1300.188 ,33.22,0.49,5.30,0.36,6.43,0.36,35.34,0.65,
1300.200 ,33.23,0.51,5.30,0.36,6.42,0.36,35.32,0.52,
1300.212 ,33.26,0.48,5.31,0.36,6.41,0.36,35.34,0.51,
1300.224 ,33.30,0.46,5.32,0.36,6.41,0.35,35.45,0.60,
1300.236 ,33.33,0.45,5.33,0.36,6.40,0.35,35.59,0.73,
1300.248 ,33.33,0.44,5.33,0.36,6.39,0.35,35.70,1.07,
1300.260 ,33.34,0.43,5.34,0.36,6.38,0.34,35.82,1.41,
1300.272 ,33.37,0.41,5.34,0.37,6.37,0.34,35.90,1.50,
1300.284 ,33.40,0.44,5.35,0.36,6.37,0.35,35.90,1.50,
1300.296 ,33.43,0.41,5.37,0.37,6.37,0.35,35.84,1.38,
1300.308 ,33.47,0.33,5.37,0.37,6.35,0.34,35.77,1.20,
1300.320 ,33.51,0.33,5.38,0.37,6.34,0.34,35.67,1.02,
1300.332 ,33.52,0.28,5.38,0.37,6.33,0.34,35.61,0.85,
1300.344 ,33.53,0.24,5.39,0.36,6.32,0.35,35.59,0.77,
1300.356 ,33.54,0.25,5.40,0.36,6.32,0.35,35.57,0.84,
1300.368 ,33.54,0.25,5.41,0.37,6.30,0.35,35.58,0.94,
1300.380 ,33.53,0.28,5.41,0.37,6.29,0.35,35.58,1.11,
1300.392 ,33.51,0.32,5.42,0.37,6.29,0.35,35.57,1.29,
1300.404 ,33.50,0.35,5.43,0.37,6.28,0.35,35.56,1.32,
1300.416 ,33.50,0.38,5.44,0.37,6.27,0.35,35.49,1.35,
1300.428 ,33.49,0.32,5.44,0.38,6.26,0.35,35.44,1.38,
1300.440 ,33.50,0.31,5.44,0.38,6.25,0.36,35.37,1.31,
1300.452 ,33.50,0.28,5.45,0.37,6.24,0.36,35.37,1.27,
1300.464 ,33.50,0.30,5.46,0.38,6.24,0.36,35.38,1.27,
1300.476 ,33.50,0.31,5.47,0.38,6.24,0.37,35.40,1.40,
1300.488 ,33.48,0.36,5.48,0.38,6.23,0.37,35.46,1.47,
1300.500 ,33.46,0.42,5.48,0.38,6.22,0.37,35.48,1.45,
1300.512 ,33.44,0.43,5.49,0.38,6.21,0.38,35.44,1.42,
1300.524 ,33.44,0.46,5.50,0.38,6.21,0.38,35.38,1.39,
1300.536 ,33.43,0.48,5.51,0.38,6.21,0.38,35.29,1.15,
1300.548 ,33.44,0.49,5.51,0.38,6.20,0.39,35.17,0.87,
1300.560 ,33.46,0.47,5.52,0.39,6.20,0.38,35.06,0.72,
1300.572 ,33.49,0.43,5.53,0.39,6.20,0.39,35.01,0.51,
1300.584 ,33.51,0.47,5.54,0.38,6.20,0.39,35.02,0.40,
1300.596 ,33.53,0.48,5.55,0.39,6.20,0.39,35.08,0.47,
1300.608 ,33.54,0.49,5.56,0.39,6.19,0.40,35.16,0.59,
1300.620 ,33.54,0.52,5.56,0.39,6.18,0.40,35.30,0.87,
1300.632 ,33.56,0.49,5.57,0.39,6.18,0.40,35.44,1.09,
1300.644 ,33.60,0.53,5.59,0.39,6.18,0.40,35.53,1.31,
1300.656 ,33.62,0.50,5.60,0.40,6.17,0.40,35.56,1.45,
1300.668 ,33.67,0.51,5.60,0.40,6.17,0.41,35.55,1.46,
1300.680 ,33.69,0.43,5.61,0.40,6.16,0.41,35.48,1.29,
1300.692 ,33.71,0.47,5.62,0.40,6.14,0.41,35.38,1.07,
1300.704 ,33.74,0.36,5.63,0.40,6.14,0.41,35.32,0.95,
1300.716 ,33.77,0.37,5.64,0.40,6.13,0.42,35.27,0.83,
1300.728 ,33.78,0.35,5.64,0.40,6.13,0.42,35.26,0.77,
1300.740 ,33.78,0.31,5.65,0.41,6.12,0.42,35.25,0.88,
1300.752 ,33.79,0.33,5.66,0.41,6.11,0.42,35.26,1.00,
1300.764 ,33.79,0.44,5.67,0.40,6.11,0.42,35.25,1.13,
1300.776 ,33.77,0.44,5.69,0.41,6.10,0.42,35.23,1.27,
1300.788 ,33.76,0.47,5.70,0.41,6.09,0.43,35.20,1.36,
1300.800 ,33.77,0.48,5.70,0.41,6.08,0.43,35.13,1.29,
1300.812 ,33.78,0.45,5.71,0.41,6.08,0.43,35.06,1.28,
1300.824 ,33.79,0.45,5.73,0.41,6.08,0.43,35.04,1.26,
1300.836 ,33.80,0.44,5.74,0.41,6.08,0.44,35.04,1.24,
1300.848 ,33.81,0.45,5.75,0.41,6.07,0.44,35.06,1.32,
1300.860 ,33.77,0.45,5.76,0.42,6.05,0.44,35.10,1.41,
1300.872 ,33.78,0.51,5.77,0.41,6.05,0.44,35.12,1.58,
1300.884 ,33.77,0.54,5.79,0.41,6.05,0.44,35.15,1.56,
1300.896 ,33.74,0.54,5.80,0.42,6.04,0.44,35.10,1.53,
1300.908 ,33.72,0.55,5.80,0.41,6.03,0.44,35.01,1.35,
1300.920 ,33.71,0.59,5.81,0.41,6.02,0.45,34.88,1.09,
1300.932 ,33.73,0.61,5.82,0.41,6.02,0.45,34.77,0.87,
1300.944 ,33.74,0.60,5.84,0.42,6.02,0.44,34.67,0.66,
1300.956 ,33.75,0.56,5.84,0.41,6.00,0.44,34.62,0.53,
1300.968 ,33.79,0.57,5.85,0.41,5.99,0.44,34.60,0.51,
1300.980 ,33.80,0.57,5.86,0.42,5.98,0.44,34.66,0.58,
1300.992 ,33.80,0.54,5.87,0.41,5.98,0.44,34.76,0.75,
1301.004 ,33.83,0.56,5.89,0.42,5.97,0.44,34.89,1.04,
1301.016 ,33.84,0.57,5.90,0.41,5.96,0.44,35.01,1.26,
1301.028 ,33.86,0.54,5.90,0.42,5.95,0.43,35.08,1.45,
1301.040 ,33.87,0.53,5.91,0.42,5.93,0.43,35.09,1.56,
1301.052 ,33.92,0.45,5.92,0.41,5.92,0.43,35.05,1.52,
1301.064 ,33.95,0.40,5.93,0.42,5.92,0.43,34.99,1.37,
1301.076 ,33.98,0.31,5.94,0.42,5.90,0.43,34.91,1.16,
1301.088 ,34.00,0.32,5.95,0.41,5.89,0.42,34.84,1.02,
1301.100 ,34.02,0.34,5.96,0.42,5.88,0.42,34.81,0.96,
1301.112 ,34.03,0.30,5.97,0.41,5.87,0.42,34.79,0.95,
1301.124 ,34.03,0.31,5.97,0.42,5.86,0.42,34.79,1.03,
1301.136 ,34.03,0.35,5.98,0.41,5.85,0.42,34.81,1.20,
1301.148 ,34.01,0.38,5.98,0.41,5.84,0.42,34.77,1.32,
1301.160 ,34.01,0.37,5.99,0.42,5.83,0.41,34.74,1.43,
1301.172 ,34.00,0.42,6.00,0.42,5.83,0.41,34.70,1.46,
1301.184 ,34.00,0.41,6.01,0.41,5.82,0.41,34.66,1.46,
1301.196 ,34.01,0.38,6.02,0.41,5.81,0.41,34.59,1.41,
1301.208 ,34.02,0.37,6.03,0.41,5.80,0.41,34.56,1.41,
1301.220 ,34.02,0.38,6.03,0.41,5.79,0.40,34.57,1.39,
1301.232 ,34.02,0.39,6.04,0.42,5.78,0.40,34.59,1.44,
1301.244 ,34.02,0.41,6.05,0.41,5.77,0.40,34.63,1.58,
1301.256 ,33.98,0.48,6.06,0.41,5.76,0.40,34.66,1.67,
1301.268 ,33.96,0.52,6.06,0.41,5.75,0.39,34.66,1.69,
1301.280 ,33.96,0.58,6.07,0.41,5.74,0.39,34.59,1.63,
1301.292 ,33.95,0.65,6.08,0.41,5.73,0.39,34.48,1.46,
1301.304 ,33.95,0.59,6.09,0.41,5.72,0.38,34.37,1.21,
1301.316 ,33.95,0.55,6.09,0.40,5.71,0.38,34.24,1.00,
1301.328 ,33.96,0.58,6.10,0.40,5.69,0.38,34.15,0.82,
1301.340 ,33.99,0.53,6.11,0.41,5.68,0.38,34.12,0.71,
1301.352 ,34.01,0.50,6.12,0.40,5.67,0.38,34.13,0.67,
1301.364 ,34.04,0.55,6.13,0.40,5.67,0.37,34.20,0.74,
1301.376 ,34.04,0.56,6.13,0.41,5.65,0.37,34.29,0.87,
1301.388 ,34.05,0.60,6.14,0.40,5.64,0.37,34.39,1.11,
1301.400 ,34.05,0.56,6.15,0.40,5.63,0.37,34.48,1.33,
1301.412 ,34.08,0.60,6.16,0.41,5.62,0.36,34.52,1.52,
1301.424 ,34.10,0.58,6.17,0.40,5.61,0.36,34.54,1.52,
1301.436 ,34.13,0.52,6.17,0.41,5.60,0.36,34.49,1.44,
1301.448 ,34.16,0.47,6.18,0.41,5.59,0.37,34.43,1.31,
1301.460 ,34.19,0.43,6.19,0.40,5.58,0.37,34.38,1.16,
1301.472 ,34.22,0.42,6.20,0.40,5.58,0.37,34.34,1.02,
1301.484 ,34.24,0.40,6.21,0.41,5.57,0.37,34.31,0.96,
1301.496 ,34.24,0.36,6.22,0.41,5.56,0.37,34.29,0.99,
1301.508 ,34.24,0.42,6.22,0.41,5.55,0.37,34.29,1.06,
1301.520 ,34.23,0.46,6.23,0.41,5.55,0.37,34.28,1.17,
1301.532 ,34.23,0.47,6.24,0.41,5.55,0.37,34.27,1.25,
1301.544 ,34.21,0.52,6.25,0.41,5.54,0.37,34.25,1.31,
1301.556 ,34.23,0.50,6.26,0.41,5.53,0.37,34.20,1.34,
1301.568 ,34.23,0.48,6.26,0.41,5.52,0.38,34.15,1.30,
1301.580 ,34.22,0.40,6.28,0.41,5.52,0.38,34.13,1.29,
1301.592 ,34.22,0.41,6.29,0.41,5.51,0.38,34.13,1.30,
1301.604 ,34.21,0.40,6.29,0.41,5.51,0.38,34.14,1.33,
1301.616 ,34.20,0.36,6.30,0.41,5.50,0.38,34.16,1.41,
1301.628 ,34.19,0.40,6.30,0.41,5.49,0.38,34.19,1.49,
1301.640 ,34.18,0.41,6.31,0.41,5.48,0.38,34.22,1.58,
1301.652 ,34.17,0.51,6.32,0.42,5.47,0.38,34.20,1.55,
1301.664 ,34.16,0.56,6.33,0.41,5.47,0.39,34.13,1.46,
1301.676 ,34.15,0.55,6.33,0.42,5.46,0.38,34.02,1.26,
1301.688 ,34.15,0.62,6.34,0.42,5.45,0.38,33.90,1.03,
1301.700 ,34.18,0.62,6.35,0.42,5.44,0.39,33.80,0.82,
1301.712 ,34.19,0.59,6.36,0.42,5.44,0.39,33.72,0.68,
1301.724 ,34.21,0.57,6.37,0.42,5.43,0.39,33.71,0.59,
1301.736 ,34.23,0.51,6.37,0.42,5.42,0.39,33.72,0.55,
1301.748 ,34.24,0.59,6.38,0.42,5.41,0.39,33.76,0.66,
1301.760 ,34.25,0.59,6.39,0.42,5.41,0.39,33.86,0.83,
1301.772 ,34.26,0.64,6.41,0.43,5.40,0.40,33.98,1.05,
1301.784 ,34.28,0.66,6.42,0.43,5.40,0.40,34.06,1.23,
1301.796 ,34.33,0.59,6.43,0.43,5.39,0.40,34.10,1.34,
1301.808 ,34.34,0.59,6.43,0.43,5.38,0.40,34.09,1.33,
1301.820 ,34.38,0.56,6.45,0.43,5.38,0.41,34.06,1.20,
1301.832 ,34.41,0.54,6.46,0.43,5.38,0.41,34.01,1.06,
1301.844 ,34.45,0.51,6.47,0.44,5.37,0.41,33.96,0.96,
1301.856 ,34.47,0.48,6.48,0.43,5.36,0.42,33.93,0.86,
1301.868 ,34.49,0.44,6.49,0.44,5.36,0.42,33.90,0.81,
1301.880 ,34.51,0.42,6.50,0.44,5.35,0.42,33.90,0.87,
1301.892 ,34.51,0.49,6.51,0.44,5.35,0.42,33.90,0.96,
1301.904 ,34.50,0.56,6.53,0.44,5.35,0.42,33.88,1.05,
1301.916 ,34.48,0.59,6.54,0.44,5.34,0.43,33.84,1.13,
1301.928 ,34.48,0.60,6.55,0.44,5.34,0.43,33.81,1.20,
1301.940 ,34.48,0.61,6.57,0.44,5.33,0.43,33.77,1.17,
1301.952 ,34.48,0.57,6.58,0.44,5.33,0.44,33.74,1.16,
1301.964 ,34.49,0.53,6.59,0.44,5.33,0.43,33.71,1.15,
1301.976 ,34.50,0.52,6.60,0.44,5.32,0.44,33.70,1.15,
1301.988 ,34.50,0.47,6.62,0.44,5.31,0.44,33.72,1.25,
1302.000 ,34.48,0.51,6.63,0.44,5.30,0.43,33.77,1.34,
1302.012 ,34.46,0.58,6.65,0.44,5.30,0.44,33.79,1.45,
1302.024 ,34.44,0.59,6.65,0.44,5.29,0.43,33.79,1.53,
1302.036 ,34.42,0.61,6.66,0.44,5.28,0.44,33.76,1.48,
1302.048 ,34.39,0.63,6.67,0.44,5.27,0.43,33.67,1.36,
1302.060 ,34.39,0.64,6.69,0.44,5.27,0.43,33.58,1.19,
